"datefed","species","site","ratID","seedfate"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","antoinette","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/8/2017","ficus prolixa","race","gustave","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/11/2017","aidia","anao","claudia","ignored"
"8/14/2017","triphasia","gcc","pepe","ignored"
"8/24/2017","premna","anao","francois","ignored"
"8/24/2017","premna","anao","francois","ignored"
"8/24/2017","premna","anao","francois","ignored"
"8/24/2017","premna","anao","francois","ignored"
"8/24/2017","premna","anao","francois","ignored"
